ID,Description
5579,"Add a pat of butter and a dash of salt and pepper, and you've got a tasty snack that'll have your Pets licking their lips!"
5580,"With its colorful peel and sweet inner flesh, this fruit is rather popular among Novyns."
5581,"Whether you're making some spicy guacamole or spreading it on toast, the possibilities with this malleable fruit are endless."
5582,The name of this plant is quite misleading; it tastes nothing like eggs at all!
5583,An ambitious little friend to accompany you on all of your adventures. Funded by Lokki.
5584,Sitting atop your shoulder and munching on a piece of cheese is all this Companion needs to be content. Funded by Lokki.
5585,Keep an eye on this guy -- this sneaky little Companion is known to raid pantries! Funded by Lokki.
5586,"This energetic Companion is always on the move, but after a long day of adventuring, it's content to curl up at your side. Funded by Lokki."
5587,This fungi is cute as a button!
5588,"This delicious mushroom has many purposes; they can be eaten on their own, added to dishes, or even used in medicine!"
5589,These strange-looking mushrooms go perfectly in a bowl of ramen noodles.
5590,"The mere scent of this pie is enough to make you shudder... Maybe it'll taste better than it smells? Probably not, though. Commemorative Item for Travis."
5591,This cozy-looking Novitegg must be having some sweet dreams.
5592,"Do you like to sleep in a chilly room at night? So does this Novitegg, apparently!"
5593,"Oh, looks like it's time to wake up. Take this eggshell to the Novitaria Store and exchange it for a prize!"
5594,"What treasures lie within this elegant, sparkly Novitegg?"
5595,"At least now, there's no chance it'll fly away."
5596,All the magic has been used up! Take this eggshell to the Novitaria Store and exchange it for a prize!
5597,"This Novitegg looks very similar to the eggs found in Woodland Dovu nests, so be careful not to mix them up."
5598,"When it's frozen in ice, it might be more accurate to call it a Tundra Novitegg."
5599,The egg has hatched! Bring it to the Novitaria Store and exchange it for some goodies.
5600,"Once you uncork this bottle, your opponent will be in dreamland in a matter of seconds."
5601,"This thick and sturdy blanket is perfect for Pets who experience nightmares, sensory issues, or simply have trouble falling asleep."
5602,"This toy is bright enough to keep your Pet's fear of the dark at bay, but dim enough so that it won't disturb their sleep."
5603,You hear a slightly muffled yet peaceful lullaby coming from within this Ice Cube.
5604,"A Fairy Makoat named Nova comes across a beautiful rose, but she soon finds herself tangled in its thorny grip..."
5605,The fairy wing design on this unique coin is holographic; hold it up to the light and watch the colors sparkle!
5606,"The magic of all Fairy Pets lies in the elusive, shimmery dust coating their wings."
5607,"A whimsical, mischievous companion who gets along perfectly with Fairy Pets!"
5608,"This refreshing, earthy tea will have you feeling as relaxed as one can be."
5609,Put this stamp on your letter and it'll travel just as fast as the mighty Woodland Ridix.
5610,"Squeeze it, cuddle it, use it as a cushion -- this is one egg that's guaranteed not to crack."
5611,Awoo! Tilt your head back and howl in harmony with this powerful figurine!
5612,Made from 100% recycled paper. Funded by Cibola.
5613,A toasty stamp featuring the warm and inviting likeness of the Fire Fairy. Funded by Cibola.
5614,Use this stamp to send a greeting card to a friend; they'll be sure to have an ice day. Funded by Cibola.
5615,Even aliens need a fairy godmother. Funded by Cibola.
5616,Hold on tight to this stamp; its light and airy material allows it to blow away rather easily. Funded by Cibola.
5617,"Give this Plushie a big hug, and you'll hear its adorable bell collar jingle. Funded by WildFloof."
5618,This soft and cozy Plushie is perfect if you love the Jexta but aren't ready to take care of another Companion.
5619,This fuzzy Companion makes a soft buzzing sound when it's feeling content.
5620,"Yarr, this potion tastes just like seawater! Funded by Cibola."
5621,"This fluffy friend was made with the finest materials, their silky smooth fur is sure to calm even the most boisterous Pet. Funded by Lokki."
5622,Rest assured that this enticing meal is fresh as can be -- it's merely been colored with dye made from grass.
5623,This newborn Ori has broken free of its shell and is ready to experience the world!
5624,"It may look tasty, but you probably don't want to take a bite of this stamp... Unless you like the taste of paper; in that case, go right ahead!"
5625,Painting your Noviteggs is certain to be a breeze with this super-smart paint brush!
5626,"The paint on this brush is now frozen solid, but it's still as colorful as can be."
5627,Bear the joy of Novitaria year-round with this adorable Makoat Avatar.
5628,"Watch out! Despite their size, these rambunctious little Tridos often don't know their own stength and a friendly headbutt can still pack quite a punch."
5629,This Ducky is trapped forever in inky darkness... Funded by Silvy.
5630,Just because they're frozen in ice doesn't mean this Ducky can't be your bathtime buddy anymore! Funded by Silvy.
5631,"Please don't try to lick this Ice Cube, no matter how tasty it looks! Funded by Silvy."
5632,A Cubed Ducky inside of a cube of ice?! Now we've seen it all! Funded by Silvy.
5633,"Though the Dead Evil Ducky may be trapped in this cube, it's hard to shake that creeping feeling whenever you look at it... Funded by Silvy."
5634,Now this Ducky can enjoy their peaceful slumber forever. Funded by Silvy.
5635,"This Ice Cube absolutely radiates cold, be careful when trying to pick it up! Funded by Silvy."
5636,A perfect gift for a Ducky-loving friend! Funded by Silvy.
5637,"Some say you'll get bad luck if you should freeze a Mythical Ducky, but it sure does look lovely in your collection! Funded by Silvy."
5638,Now you'll never lose track of this speckled little Ducky. Funded by Silvy.
5639,Now you can admire this stunning Turquoise Ducky forever! Funded by Silvy.
5640,"This Ducky is beautifully preserved in clear, white ice. Funded by Silvy."
5641,"Open up this box and you will be greeted by a twirling, elegant Dabu ballerina. Commemorative item for LollyX."
5642,"This Companion loves to sneak around, but you can hear its jingly bells from a mile away. Funded by LollyX."
5643,This party-ready Ducky would make an excellent birthday cake topper for a Ducky-themed party! Funded by Silvy.
5644,Something magical is glistening within the walls of this jar... Funded by Gnelmik.
5645,The perfect stamp for mailing your gothic poetry.
5646,"Something old, something new, something borrowed, something blue... And a stamp inside your shoe."
5647,"Chocolate, coffee, peanuts... So many delicious things are brown. Maybe you should give this stamp a taste."
5648,"You'll be excited to lick this stamp, because it even tastes like cottoncandy."
5649,This stamp is made from 100% recycled paper -- that's about as green as it gets!
5650,Can't decide if you want a White Snow Jar Stamp or a Black Snow Jar Stamp? Here's your solution!
5651,Try to keep this stamp at temperatures below 32 degrees Fahrenheit.
5652,Orange you glad to have this stamp in your collection?
5653,This beautiful stamp bears a subtle scent of roses.
5654,This stamp was coloured with ink made from violet petals!
